upload_type,publication_type,title,creators,description,access_right,license,publication_date,doi,contributors,communities,language,keywords,custom,journal_title,journal_volume,journal_issue,journal_pages,partof_title,partof_pages
publication,article,"Group B Betacoronavirus in Rhinolophid Bats, Japan","[{'name': 'SUZUKI, Jin'}, {'name': 'SATO, Ryota'}, {'name': 'KOBAYASHI, Tomoya'}, {'name': 'AOI, Toshiki'}, {'name': 'HARASAWA, Ryô'}]","We report group B Betacoronavirus infection in little Japanese
horseshoe bats in Iwate prefecture. We then used reverse-transcription PCR to look for the
coronavirus RNA-dependent RNA polymerase gene in fecal samples collected from 27 little
Japanese horseshoe bats and found eight were provisionally positive. We had a success in
the nucleotide sequencing of six of the eight positive samples and compared them with
those of authentic coronaviruses. We found that these six samples were positive in
coronavirus infection, and they belonged to the group B Betacornavirus by
phylogenetic analysis. Virus isolation using the Vero cell culture was unsuccessful.
Pathogenic trait of these bat coronaviruses remained unexplored.",open,cc-by,2014-9-30,10.1292/jvms.14-0012,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Rhinolophus cornutus', 'Japanese horseshoe bats'], 'object': ['group B betacoronaviruses']}]}",The Journal of Veterinary Medical Science,76,9,1267--1269,,
publication,article,Coronaviruses in avian species – review with focus on epidemiology and diagnosis in wild birds,"[{'name': 'Miłek, Justyna'}, {'name': 'Blicharz-Domańska, Katarzyna'}]","{\textless}section class=""abstract""{\textgreater}{\textless}h2 class=""abstractTitle text-title my-1"" id=""d400e2""{\textgreater}Abstract{\textless}/h2{\textgreater}{\textless}p{\textgreater}Coronaviruses (CoVs) are a large group of enveloped viruses with a single-strand RNA genome, which continuously circulate in mammals and birds and pose a threat to livestock, companion animals, and humans. CoVs harboured by avian species are classified to the genera gamma- and deltacoronaviruses. Within the gamma-CoVs the main representative is avian coronavirus, a taxonomic name which includes the highly contagious infectious bronchitis viruses (IBVs) in chickens and similar viruses infecting other domestic birds such as turkeys, guinea fowls, or quails. Additionally, IBVs have been detected in healthy wild birds, demonstrating that they may act as the vector between domestic and free-living birds. Moreover, CoVs other than IBVs, are identified in wild birds, which suggests that wild birds play a key role in the epidemiology of other gammaCoVs and deltaCoVs. Development of molecular techniques has significantly improved knowledge of the prevalence of CoVs in avian species. The methods adopted in monitoring studies of CoVs in different avian species are mainly based on detection of conservative regions within the viral replicase, nucleocapsid genes, and 3’UTR or 5’UTR. The purpose of this review is to summarise recent discoveries in the areas of epidemiology and diagnosis of CoVs in avian species and to understand the role of wild birds in the virus distribution.{\textless}/p{\textgreater}{\textless}/section{\textgreater}",open,cc-by,2018-10-31,10.2478/jvetres-2018-0035,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Anas', 'domestic teal'], 'object': ['infectious bronchitis viruses', 'IBV']}, {'subject': ['Gallus gallus', 'domestic fowl'], 'object': ['infectious bronchitis viruses', 'IBV']}, {'subject': ['Miniopterus', 'bat'], 'object': ['Miniopterus bat coronavirus 1']}, {'subject': ['Miniopterus', 'bat'], 'object': ['Miniopterus bat coronavirus HKU8']}, {'subject': ['Pavo cristatus', 'peafowl'], 'object': ['infectious bronchitis viruses', 'IBV']}, {'subject': ['Pipistrellus ', 'bat '], 'object': ['Pipistrellus bat coronavirus HKU5']}, {'subject': ['Rhinolophus', 'bat'], 'object': ['Rhinolophus bat coronavirus HKU2']}, {'subject': ['Rousettus', 'bat '], 'object': ['Rousettus bat coronavirus HKU9']}, {'subject': ['Scotophilus', 'bat'], 'object': ['Scotophilus bat coronavirus 512']}, {'subject': ['Tylonycteris ', 'bat '], 'object': ['Tylonycteris bat coronavirus HKU4']}, {'subject': ['bat'], 'object': ['Bat coronavirus CDPHE15']}, {'subject': ['bat'], 'object': ['Bat coronavirus HKU10']}, {'subject': ['beluga'], 'object': ['Beluga whale coronavirus SW1']}, {'subject': ['bulbul'], 'object': ['Bulbul coronavirus HKU11']}, {'subject': ['chickens'], 'object': ['infectious bronchitis viruses', 'IBV']}, {'subject': ['ducks'], 'object': ['Duck CoV']}, {'subject': ['guinea fowl'], 'object': ['guinea fowl coronavirus', 'GfCoV']}, {'subject': ['hedgehog '], 'object': ['Hedgehog coronavirus 1']}, {'subject': ['mink'], 'object': ['Mink coronavirus 1']}, {'subject': ['munia'], 'object': ['Munia coronavirus HKU13']}, {'subject': ['murine'], 'object': ['Murine coronavirus']}, {'subject': ['night heron'], 'object': ['Night heron coronavirus HKU19']}, {'subject': ['peafowl'], 'object': ['analogous viruses']}, {'subject': ['pheasants'], 'object': ['analogous viruses']}, {'subject': ['pigs'], 'object': ['deltaCoVs']}, {'subject': ['porcine'], 'object': ['Porcine epidemic diarrhoea virus']}, {'subject': ['quails'], 'object': ['analogous viruses']}, {'subject': ['thrush'], 'object': ['Thrush coronavirus HKU12']}, {'subject': ['turkey'], 'object': ['turkey coronavirus', 'TCoV']}, {'subject': ['white-eye bird'], 'object': ['White-eye coronavirus HKU16']}, {'subject': ['wigeon'], 'object': ['Wigeon coronavirus HKU20']}]}",Journal of Veterinary Research,62,3,249--255,,
publication,article,"Early Death after Feline Infectious Peritonitis Virus Challenge due
to Recombinant Vaccinia Virus Immunization","[{'name': 'Vennema, H.'}, {'name': 'Groot, R J de'}, {'name': 'Harbour, D A'}, {'name': 'Dalderup, M'}, {'name': 'Gruffydd-Jones, T'}, {'name': 'Horzinek, M C'}, {'name': 'Spaan, W J'}]",No abstract found,open,cc-by,1990-3-31,10.1128/jvi.64.3.1407-1409.1990,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Felidae'], 'object': ['Feline infectious peritonitis virus', 'FIPV']}]}",JOURNAL OF VIROLOGY,64,3,1407--1409,,
publication,article,"Equine Arteritis Virus Is Not a Togavirus but Belongs to the
Coronaviruslike Superfamily","[{'name': 'Boon, Johan A. Den'}, {'name': 'Snijder, Eric J.'}, {'name': 'Chirnside, Ewan D.'}, {'name': 'Vries, Antoine A. F. De'}, {'name': 'Horzinek, Marian C.'}, {'name': 'Spaan, Willy J. M.'}]",No abstract found,open,cc-by,1991-6-30,10.1128/jvi.65.6.2910-2920.1991,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['equines'], 'object': ['equine arteritis virus', 'EAV']}]}",JOURNAL OF VIROLOGY,65,6,2910--20,,
publication,article,Identification of a novel coronavirus in bats,"[{'name': 'Poon, L. L. M.'}, {'name': 'Chu, D. K. W.'}, {'name': 'Chan, K. H.'}, {'name': 'Wong, O. K.'}, {'name': 'Ellis, T. M.'}, {'name': 'Leung, Y. H. C.'}, {'name': 'Lau, S. K. P.'}, {'name': 'Woo, P. C. Y.'}, {'name': 'Suen, K. Y.'}, {'name': 'Yuen, K. Y.'}, {'name': 'Guan, Y.'}, {'name': 'Peiris, J. S. M.'}]","Exotic wildlife can act as reservoirs of diseases that are endemic in the area or can be the source of new emerging diseases through interspecies transmission. The recent emergence of severe acute respiratory syndrome-associated coronavirus (SARS-CoV) highlights the importance of virus surveillance in wild animals. Here, we report the identification of a novel bat coronavirus through surveillance of coronaviruses in wildlife. Analyses of the RNA sequence from the ORF1b and S-gene regions indicated that the virus is a group 1 coronavirus. The virus was detected in fecal and respiratory samples from three bat species (Miniopterus spp.). In particular, 63\% (12 of 19) of fecal samples from Miniopterus pusillus were positive for the virus. These findings suggest that this virus might be commonly circulating in M. pusillus in Hong Kong.",open,cc-by,2005-2-28,10.1128/JVI.79.4.2001-2009.2005,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['covid', 'covid-19', 'Coronavirus', 'Reverse Transcriptase Polymerase Chain Reaction', 'Amino Acid Sequence', 'Coronaviridae', 'pathogens', 'Viridae', 'Animals', 'Genome', 'Viral', 'Phylogeny', 'biotic interaction', 'virus-host', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'biotic relations', 'pathogen-host', 'RNA', 'Molecular Sequence Data', 'Chiroptera']","{'obo:RO_0002453': [{'subject': ['Miniopterus magnater', 'bat'], 'object': ['a novel group 1 coronavirus']}, {'subject': ['Miniopterus pusillus', 'bat'], 'object': ['a novel group 1 coronavirus']}, {'subject': ['Miniopterus schreibersii', 'bat'], 'object': ['a novel group 1 coronavirus']}]}",Journal of Virology,79,4,2001--2009,,
publication,article,Animal origins of the severe acute respiratory syndrome coronavirus: insight from ACE2-S-protein interactions,"[{'name': 'Li, Wenhui'}, {'name': 'Wong, Swee-Kee'}, {'name': 'Li, Fang'}, {'name': 'Kuhn, Jens H.'}, {'name': 'Huang, I.-Chueh'}, {'name': 'Choe, Hyeryun'}, {'name': 'Farzan, Michael'}]",No abstract found,open,cc-by,2006-5-31,10.1128/JVI.80.9.4211-4219.2006,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['covid', 'covid-19', 'Viral Proteins', 'Humans', 'Coronaviridae', 'Transcription Factors', 'pathogens', 'Zoonoses', 'Viridae', 'Animals', 'DNA-Binding Proteins', 'biotic interaction', 'virus-host', 'Severe Acute Respiratory Syndrome', 'corona viruses', 'Receptors', 'biotic associations', 'CETAF-taskforce', 'SARS Virus', 'Virus', 'biotic relations', 'pathogen-host', 'Saccharomyces cerevisiae Proteins']","{'obo:RO_0002453': [{'subject': ['Felis catus', 'cats'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['Felis domesticus', 'domestic cats'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['Melogale moschata', 'chinese ferret badger'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['Mustela putorius furo', 'ferrets'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['Nyctereutes procyonoides', 'racoon dogs'], 'object': ['virus highly similar to SARS-CoV']}, {'subject': ['Paguma larvata', 'marketplace Himalayan palm civets'], 'object': ['virus highly similar to SARS-CoV']}, {'subject': ['Rhinolophus', 'horseshoe bats'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['Vulpes vulpes', 'red fox'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['canine'], 'object': ['canine coronavirus']}, {'subject': ['cynomolgus'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['feline'], 'object': ['feline infectious peritonitis virus']}, {'subject': ['porcine'], 'object': ['porcine epidemic diarrhea virus']}, {'subject': ['porcine'], 'object': ['transmissible gastroenteritis virus']}, {'subject': ['rhesus macaques'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['syrian hamsters'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}]}",Journal of Virology,80,9,4211--4219,,
publication,article,Comparative analysis of twelve genomes of three novel group 2c and group 2d coronaviruses reveals unique group and subgroup features,"[{'name': 'Woo, Patrick C. Y.'}, {'name': 'Wang, Ming'}, {'name': 'Lau, Susanna K. P.'}, {'name': 'Xu, Huifang'}, {'name': 'Poon, Rosana W. S.'}, {'name': 'Guo, Rongtong'}, {'name': 'Wong, Beatrice H. L.'}, {'name': 'Gao, Kai'}, {'name': 'Tsoi, Hoi-Wah'}, {'name': 'Huang, Yi'}, {'name': 'Li, Kenneth S. M.'}, {'name': 'Lam, Carol S. F.'}, {'name': 'Chan, Kwok-Hung'}, {'name': 'Zheng, Bo-Jian'}, {'name': 'Yuen, Kwok-Yung'}]","Twelve complete genomes of three novel coronaviruses-bat coronavirus HKU4 (bat-CoV HKU4), bat-CoV HKU5 (putative group 2c), and bat-CoV HKU9 (putative group 2d)-were sequenced. Comparative genome analysis showed that the various open reading frames (ORFs) of the genomes of the three coronaviruses had significantly higher amino acid identities to those of other group 2 coronaviruses than group 1 and 3 coronaviruses. Phylogenetic trees constructed using chymotrypsin-like protease, RNA-dependent RNA polymerase, helicase, spike, and nucleocapsid all showed that the group 2a and 2b and putative group 2c and 2d coronaviruses are more closely related to each other than to group 1 and 3 coronaviruses. Unique genomic features distinguishing between these four subgroups, including the number of papain-like proteases, the presence or absence of hemagglutinin esterase, small ORFs between the membrane and nucleocapsid genes and ORFs (NS7a and NS7b), bulged stem-loop and pseudoknot structures downstream of the nucleocapsid gene, transcription regulatory sequence, and ribosomal recognition signal for the envelope gene, were also observed. This is the first time that NS7a and NS7b downstream of the nucleocapsid gene has been found in a group 2 coronavirus. The high Ka/Ks ratio of NS7a and NS7b in bat-CoV HKU9 implies that these two group 2d-specific genes are under high selective pressure and hence are rapidly evolving. The four subgroups of group 2 coronaviruses probably originated from a common ancestor. Further molecular epidemiological studies on coronaviruses in the bats of other countries, as well as in other animals, and complete genome sequencing will shed more light on coronavirus diversity and their evolutionary histories.",open,cc-by,2007-2-28,10.1128/JVI.02182-06,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['covid', 'covid-19', 'Amino Acid Sequence', 'Coronaviridae', 'pathogens', 'Sequence Alignment', 'Nucleic Acid Conformation', 'Viridae', 'Animals', 'Genome', 'Species Specificity', 'Viral', 'Phylogeny', 'Open Reading Frames', 'biotic interaction', 'virus-host', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'biotic relations', 'pathogen-host', 'RNA', 'Molecular Sequence Data', 'Chiroptera']","{'obo:RO_0002453': [{'subject': ['Miniopterus pusillus', 'Lesser bent-winged bat'], 'object': ['Bat-CoV HKU8']}, {'subject': ['Rhinolophus sinicus', 'Chinese horseshoe bat'], 'object': ['Bat-CoV HKU2']}, {'subject': ['Rhinolophus sinicus', 'Chinese horseshoe bat'], 'object': ['Bat-SARS-CoV HKU3']}, {'subject': ['Rousettus lechenaulti', 'Leschenault’s rousette'], 'object': ['Bat-CoV HKU10']}, {'subject': ['Rousettus lechenaulti', 'Leschenault’s rousette'], 'object': ['Bat-CoV HKU9']}, {'subject': ['Chinese horseshoe bats'], 'object': ['SARS-CoV-like virus']}, {'subject': ['Himalayan palm civets'], 'object': ['SARS-CoV-like virus']}, {'subject': ['Japanese long-winged bats'], 'object': ['SARS-CoV-like virus']}, {'subject': ['large bent-winged bats'], 'object': ['SARS-CoV-like virus']}, {'subject': ['lesser bentwinged bats'], 'object': ['SARS-CoV-like virus']}, {'subject': ['raccoon dogs'], 'object': ['SARS-CoV-like virus']}]}",Journal of Virology,81,4,1574--1585,,
publication,article,Identification of a novel coronavirus from a beluga whale by using a panviral microarray,"[{'name': 'Mihindukulasuriya, Kathie A.'}, {'name': 'Wu, Guang'}, {'name': 'St Leger, Judy'}, {'name': 'Nordhausen, Robert W.'}, {'name': 'Wang, David'}]","The emergence of viruses such as severe acute respiratory syndrome coronavirus and Nipah virus has underscored the role of animal reservoirs in human disease and the need for reservoir surveillance. Here, we used a panviral DNA microarray to investigate the death of a captive beluga whale in an aquatic park. A highly divergent coronavirus, tentatively named coronavirus SW1, was identified in liver tissue from the deceased whale. Subsequently, the entire genome of SW1 was sequenced, yielding a genome of 31,686 nucleotides. Phylogenetic analysis revealed SW1 to be a novel virus distantly related to but most similar to group III coronaviruses.",open,cc-by,2008-5-31,10.1128/JVI.02722-07,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['covid', 'covid-19', 'Coronavirus', 'Beluga Whale', 'Sequence Homology', 'Gene Order', 'Sequence Analysis', 'DNA', 'Coronaviridae', 'Coronavirus Infections', 'pathogens', 'Liver', 'Viridae', 'Animals', 'Genome', 'Viral', 'Phylogeny', 'biotic interaction', 'virus-host', 'Male', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'biotic relations', 'pathogen-host', 'Oligonucleotide Array Sequence Analysis', 'Molecular Sequence Data']","{'obo:RO_0002453': [{'subject': ['beluga'], 'object': ['coronavirus SW1']}]}",Journal of Virology,82,10,5084--5088,,
publication,article,"Ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related Rhinolophus bat coronavirus in China reveal bats as a reservoir for acute, self-limiting infection that allows recombination events","[{'name': 'Lau, Susanna K. P.'}, {'name': 'Li, Kenneth S. M.'}, {'name': 'Huang, Yi'}, {'name': 'Shek, Chung-Tong'}, {'name': 'Tse, Herman'}, {'name': 'Wang, Ming'}, {'name': 'Choi, Garnet K. Y.'}, {'name': 'Xu, Huifang'}, {'name': 'Lam, Carol S. F.'}, {'name': 'Guo, Rongtong'}, {'name': 'Chan, Kwok-Hung'}, {'name': 'Zheng, Bo-Jian'}, {'name': 'Woo, Patrick C. Y.'}, {'name': 'Yuen, Kwok-Yung'}]","Despite the identification of severe acute respiratory syndrome-related coronavirus (SARSr-CoV) in Rhinolophus Chinese horseshoe bats (SARSr-Rh-BatCoV) in China, the evolutionary and possible recombination origin of SARSr-CoV remains undetermined. We carried out the first study to investigate the migration pattern and SARSr-Rh-BatCoV genome epidemiology in Chinese horseshoe bats during a 4-year period. Of 1,401 Chinese horseshoe bats from Hong Kong and Guangdong, China, that were sampled, SARSr-Rh-BatCoV was detected in alimentary specimens from 130 (9.3\%) bats, with peak activity during spring. A tagging exercise of 511 bats showed migration distances from 1.86 to 17 km. Bats carrying SARSr-Rh-BatCoV appeared healthy, with viral clearance occurring between 2 weeks and 4 months. However, lower body weights were observed in bats positive for SARSr-Rh-BatCoV, but not Rh-BatCoV HKU2. Complete genome sequencing of 10 SARSr-Rh-BatCoV strains showed frequent recombination between different strains. Moreover, recombination was detected between SARSr-Rh-BatCoV Rp3 from Guangxi, China, and Rf1 from Hubei, China, in the possible generation of civet SARSr-CoV SZ3, with a breakpoint at the nsp16/spike region. Molecular clock analysis showed that SARSr-CoVs were newly emerged viruses with the time of the most recent common ancestor (tMRCA) at 1972, which diverged between civet and bat strains in 1995. The present data suggest that SARSr-Rh-BatCoV causes acute, self-limiting infection in horseshoe bats, which serve as a reservoir for recombination between strains from different geographical locations within reachable foraging range. Civet SARSr-CoV is likely a recombinant virus arising from SARSr-CoV strains closely related to SARSr-Rh-BatCoV Rp3 and Rf1. Such frequent recombination, coupled with rapid evolution especially in ORF7b/ORF8 region, in these animals may have accounted for the cross-species transmission and emergence of SARS.",open,cc-by,2010-3-31,10.1128/JVI.02219-09,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Disease Reservoirs', 'China', 'covid', 'covid-19', 'Recombination', 'Humans', 'Coronaviridae', 'pathogens', 'Viridae', 'pathogen-host', 'Animals', 'Genome', 'Viral', 'Phylogeny', 'biotic interaction', 'virus-host', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'SARS Virus', 'biotic relations', 'Genetic', 'RNA', 'Severe Acute Respiratory Syndrome', 'Chiroptera']","{'obo:RO_0002453': [{'subject': ['Rhinolophus ', 'Chinese horseshoe bats'], 'object': ['Rhinolophus bat coronavirus HKU2', 'Rh-BatCoV HKU2']}, {'subject': ['Rhinolophus', 'Chinese horseshoe bats'], 'object': ['SARSr-Rh-BatCoV']}, {'subject': ['civet'], 'object': ['SARSr-CoV SZ3']}]}",Journal of Virology,84,6,2808--2819,,
publication,article,Lambda Interferon Renders Epithelial Cells of the Respiratory and Gastrointestinal Tracts Resistant to Viral Infections,"[{'name': 'Mordstein, Markus'}, {'name': 'Neugebauer, Eva'}, {'name': 'Ditt, Vanessa'}, {'name': 'Jessen, Birthe'}, {'name': 'Rieger, Toni'}, {'name': 'Falcone, Valeria'}, {'name': 'Sorgeloos, Frederic'}, {'name': 'Ehl, Stephan'}, {'name': 'Mayer, Daniel'}, {'name': 'Kochs, Georg'}, {'name': 'Schwemmle, Martin'}, {'name': 'Günther, Stephan'}, {'name': 'Drosten, Christian'}, {'name': 'Michiels, Thomas'}, {'name': 'Staeheli, Peter'}]","Virus-infected cells secrete a broad range of interferons (IFN) which confer resistance to yet uninfected cells by triggering the synthesis of antiviral factors. The relative contributions of the various IFN subtypes to innate immunity against virus infections remain elusive. IFN-α, IFN-β, and other type I IFN molecules signal through a common, universally expressed cell surface receptor, whereas type III IFN (IFN-λ) uses a distinct cell-type-specific receptor complex for signaling. Using mice lacking functional receptors for type I IFN, type III IFN, or both, we found that IFN-λ plays an important role in the defense against several human pathogens that infect the respiratory tract, such as influenza A virus, influenza B virus, respiratory syncytial virus, human metapneumovirus, and severe acute respiratory syndrome (SARS) coronavirus. These viruses were more pathogenic and replicated to higher titers in the lungs of mice lacking both IFN receptors than in mice with single IFN receptor defects. In contrast, Lassa fever virus, which infects via the respiratory tract but primarily replicates in the liver, was not influenced by the IFN-λ receptor defect. Careful analysis revealed that expression of functional IFN-λ receptor complexes in the lung and intestinal tract is restricted to epithelial cells and a few other, undefined cell types. Interestingly, we found that SARS coronavirus was present in feces from infected mice lacking receptors for both type I and type III IFN but not in those from mice lacking single receptors, supporting the view that IFN-λ contributes to the control of viral infections in epithelial cells of both respiratory and gastrointestinal tracts.",open,cc-by,2010-6-30,10.1128/JVI.00272-10,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['mice'], 'object': ['severe acute respiratory syndrome (SARS) coronavirus', 'SARS coronavirus']}]}",Journal of Virology,84,11,5670--5677,,
